Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2012-08-23 00:00:00,79.1,72.8,30.00,ESE,103,5.0,5.0,81,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:00:00
2012-08-23 00:10:00,78.6,72.6,30.00,NE,55,3.0,3.0,82,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:10:00
2012-08-23 00:15:00,78.3,72.3,30.00,East,90,4.0,4.0,82,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:15:00
2012-08-23 00:20:00,78.2,72.6,30.00,ENE,60,5.0,6.0,83,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:20:00
2012-08-23 00:30:00,78.3,72.7,30.00,East,80,7.0,7.0,83,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:30:00
2012-08-23 00:35:00,78.3,72.7,30.00,ESE,107,6.0,7.0,83,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:35:00
2012-08-23 00:40:00,78.0,72.4,30.00,ENE,71,6.0,6.0,83,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:40:00
2012-08-23 00:50:00,77.6,72.0,30.01,ENE,74,5.0,5.0,83,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 05:50:00
2012-08-23 01:00:00,77.3,72.1,30.00,East,80,5.0,5.0,84,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:00:00
2012-08-23 01:05:00,77.2,72.0,30.00,SE,136,4.0,5.0,84,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:05:00
2012-08-23 01:15:00,76.9,72.0,30.00,NE,56,4.0,5.0,85,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:15:00
2012-08-23 01:25:00,76.8,71.9,30.00,East,100,4.0,4.0,85,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:25:00
2012-08-23 01:30:00,76.9,72.0,30.00,ENE,68,4.0,4.0,85,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:30:00
2012-08-23 01:40:00,76.8,71.9,30.00,ESE,115,4.0,4.0,85,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:40:00
2012-08-23 01:45:00,76.7,71.8,29.99,ESE,123,3.0,4.0,85,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:45:00
2012-08-23 01:55:00,76.5,72.0,29.99,East,100,3.0,5.0,86,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 06:55:00
2012-08-23 02:00:00,76.4,71.9,29.99,ENE,76,2.0,2.0,86,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:00:00
2012-08-23 02:05:00,76.4,71.9,29.99,ESE,116,3.0,5.0,86,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:05:00
2012-08-23 02:15:00,76.2,72.0,29.99,ESE,107,3.0,5.0,87,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:15:00
2012-08-23 02:20:00,76.2,72.0,29.99,East,92,3.0,3.0,87,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:20:00
2012-08-23 02:25:00,76.1,71.9,29.98,East,90,3.0,4.0,87,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:25:00
2012-08-23 02:35:00,76.0,71.8,29.98,East,95,3.0,3.0,87,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:35:00
2012-08-23 02:45:00,76.0,71.8,29.98,ESE,113,3.0,6.0,87,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:45:00
2012-08-23 02:55:00,75.9,72.1,29.98,ESE,105,2.0,2.0,88,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 07:55:00
2012-08-23 03:05:00,75.8,72.0,29.97,ESE,110,2.0,3.0,88,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 08:05:00
2012-08-23 03:15:00,75.6,71.8,29.97,East,96,3.0,4.0,88,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 08:15:00
2012-08-23 03:20:00,75.5,71.7,29.97,ESE,107,3.0,6.0,88,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 08:20:00
2012-08-23 03:30:00,75.4,71.9,29.97,East,95,3.0,5.0,89,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 08:30:00
2012-08-23 03:40:00,75.2,71.7,29.97,ENE,75,3.0,3.0,89,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 08:40:00
2012-08-23 03:50:00,75.0,71.5,29.97,East,90,4.0,4.0,89,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 08:50:00
2012-08-23 03:55:00,74.9,71.4,29.97,East,94,4.0,4.0,89,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 08:55:00
2012-08-23 04:05:00,74.7,71.2,29.97,East,91,3.0,5.0,89,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 09:05:00
2012-08-23 04:15:00,74.5,71.4,29.97,East,86,3.0,3.0,90,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 09:15:00
2012-08-23 04:25:00,74.4,71.3,29.96,East,91,2.0,3.0,90,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 09:25:00
2012-08-23 04:30:00,74.3,71.2,29.96,ESE,105,2.0,2.0,90,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 09:30:00
2012-08-23 04:40:00,74.2,71.1,29.96,East,82,3.0,4.0,90,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 09:40:00
2012-08-23 04:50:00,74.0,70.9,29.97,East,88,3.0,3.0,90,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 09:50:00
2012-08-23 04:55:00,73.9,70.8,29.97,East,79,3.0,5.0,90,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 09:55:00
2012-08-23 05:05:00,74.0,70.9,29.96,ESE,103,4.0,5.0,90,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 10:05:00
2012-08-23 05:15:00,74.2,71.4,29.96,East,88,4.0,5.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 10:15:00
2012-08-23 05:25:00,74.0,71.2,29.96,ESE,115,4.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 10:25:00
2012-08-23 05:35:00,74.3,71.5,29.96,ESE,113,4.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 10:35:00
2012-08-23 05:45:00,74.3,71.5,29.96,ESE,102,3.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 10:45:00
2012-08-23 05:55:00,74.3,71.5,29.96,East,91,4.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 10:55:00
2012-08-23 06:05:00,74.4,71.6,29.96,ENE,75,4.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 11:05:00
2012-08-23 06:15:00,74.5,71.7,29.96,East,84,3.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 11:15:00
2012-08-23 06:20:00,74.5,71.7,29.96,East,91,3.0,3.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 11:20:00
2012-08-23 06:25:00,74.4,71.6,29.96,ESE,117,3.0,3.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 11:25:00
2012-08-23 06:35:00,74.4,71.6,29.97,ESE,103,3.0,3.0,91,0.00,,,0.00,0,Wunderground v.1.15,2012-08-23 11:35:00
2012-08-23 06:45:00,74.5,71.7,29.97,ESE,102,2.0,4.0,91,0.00,,,0.00,7,Wunderground v.1.15,2012-08-23 11:45:00
2012-08-23 06:55:00,74.6,71.8,29.97,ESE,117,3.0,3.0,91,0.00,,,0.00,18,Wunderground v.1.15,2012-08-23 11:55:00
2012-08-23 07:05:00,74.7,71.9,29.98,SE,130,4.0,5.0,91,0.00,,,0.00,37,Wunderground v.1.15,2012-08-23 12:05:00
2012-08-23 07:15:00,74.7,71.9,29.98,SE,126,4.0,5.0,91,0.00,,,0.00,60,Wunderground v.1.15,2012-08-23 12:15:00
