Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
2013-03-14 21:50:00,-999.9,-99.9,30.24,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 03:50:00
2013-03-14 22:00:00,-999.9,-99.9,30.24,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:00:00
2013-03-14 22:05:00,-999.9,-99.9,30.24,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:05:00
2013-03-14 22:10:00,-999.9,-99.9,30.24,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:10:00
2013-03-14 22:15:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:15:00
2013-03-14 22:20:00,-999.9,-99.9,30.24,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:20:00
2013-03-14 22:30:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:30:00
2013-03-14 22:40:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:40:00
2013-03-14 22:50:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:50:00
2013-03-14 22:55:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 04:55:00
2013-03-14 23:00:00,-999.9,-99.9,30.22,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:00:00
2013-03-14 23:05:00,-999.9,-99.9,30.22,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:05:00
2013-03-14 23:15:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:15:00
2013-03-14 23:20:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:20:00
2013-03-14 23:25:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:25:00
2013-03-14 23:35:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:35:00
2013-03-14 23:40:00,-999.9,-99.9,30.23,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:40:00
2013-03-14 23:50:00,-999.9,-99.9,30.22,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:50:00
2013-03-14 23:55:00,-999.9,-99.9,30.22,North,32767,-999.0,0.0,255,-99.99,,,0.00,Wunderground v.1.15,2013-03-15 05:55:00
