Date,Total15,Total20,Total25,pseudoWindSpeedMPH
2014-10-23,0,0,0,0
2014-10-25,0,0,0,0
2014-10-26,0,0,0,0
2014-10-27,0,0,0,0
2014-10-28,0,0,0,0
2014-10-29,53,0,0,15
2014-10-30,0,0,0,0
2014-10-31,0,0,0,0
2014-11-01,89,0,0,15
2014-11-02,62,0,0,15
2014-11-03,70,0,0,15
2014-11-04,67,0,0,15
2014-11-05,0,0,0,0
2014-11-06,0,0,0,0
2014-11-07,0,0,0,0
2014-11-08,0,0,0,0
2014-11-09,116,28,0,20
2014-11-10,0,0,0,0
2014-11-11,0,0,0,0
2014-11-12,0,0,0,0
2014-11-13,0,0,0,0
2014-11-14,0,0,0,0
2014-11-15,29,0,0,15
2014-11-16,0,0,0,0
2014-11-17,0,0,0,0
2014-11-18,133,133,86,25
2014-11-19,131,63,0,20
2014-11-20,85,0,0,15
2014-11-21,0,0,0,0
2014-11-22,0,0,0,0
2014-11-23,0,0,0,0
2014-11-24,0,0,0,0
2014-11-25,0,0,0,0
2014-11-26,132,83,0,20
2014-11-27,131,83,0,20
2014-11-28,111,0,0,15
2014-11-29,70,0,0,15
2014-11-30,56,0,0,15
2014-12-01,0,0,0,0
2014-12-02,0,0,0,0
2014-12-03,0,0,0,0
2014-12-04,0,0,0,0
2014-12-05,26,0,0,15
2014-12-06,0,0,0,0
2014-12-07,0,0,0,0
2014-12-08,50,0,0,15
2014-12-09,124,0,0,15
2014-12-10,0,0,0,0
2014-12-11,0,0,0,0
2014-12-12,0,0,0,0
2014-12-13,0,0,0,0
2014-12-14,0,0,0,0
2014-12-15,37,0,0,15
2014-12-16,0,0,0,0
2014-12-17,0,0,0,0
2014-12-18,48,0,0,15
2014-12-19,0,0,0,0
2014-12-20,0,0,0,0
2014-12-21,0,0,0,0
2014-12-22,0,0,0,0
2014-12-23,0,0,0,0
2014-12-24,76,62,60,25
2014-12-25,41,0,0,15
2014-12-26,0,0,0,0
2014-12-27,0,0,0,0
2014-12-28,0,0,0,0
2014-12-29,0,0,0,0
2014-12-30,0,0,0,0
2014-12-31,0,0,0,0
2015-01-01,0,0,0,0
2015-01-02,0,0,0,0
2015-01-03,0,0,0,0
2015-01-04,0,0,0,0
2015-01-05,78,0,0,15
2015-01-06,96,0,0,15
2015-01-07,70,0,0,15
2015-01-08,131,58,0,20
2015-01-09,58,0,0,15
2015-01-10,123,36,0,20
2015-01-11,0,0,0,0
2015-01-12,38,0,0,15
2015-01-13,0,0,0,0
2015-01-14,0,0,0,0
2015-01-15,0,0,0,0
2015-01-16,73,0,0,15
2015-01-17,0,0,0,0
2015-01-18,0,0,0,0
2015-01-19,0,0,0,0
2015-01-20,0,0,0,0
2015-01-21,54,0,0,15
2015-01-22,0,0,0,0
2015-01-23,25,0,0,15
2015-01-24,95,34,0,20
2015-01-25,0,0,0,0
2015-01-26,94,0,0,15
2015-01-27,0,0,0,0
2015-01-28,0,0,0,0
2015-01-29,61,0,0,15
2015-01-30,0,0,0,0
2015-01-31,0,0,0,0
2015-02-01,0,0,0,0
2015-02-02,0,0,0,0
2015-02-03,54,0,0,15
2015-02-04,0,0,0,0
2015-02-05,33,0,0,15
2015-02-06,95,25,0,20
2015-02-07,0,0,0,0
2015-02-08,0,0,0,0
2015-02-09,31,0,0,15
2015-02-10,0,0,0,0
2015-02-11,27,0,0,15
2015-02-12,37,0,0,15
2015-02-13,43,0,0,15
2015-02-14,0,0,0,0
2015-02-15,62,0,0,15
2015-02-16,0,0,0,0
2015-02-17,0,0,0,0
2015-02-18,138,121,0,20
2015-02-19,138,0,0,15
2015-02-20,100,57,0,20
2015-02-21,0,0,0,0
2015-02-22,0,0,0,0
2015-02-23,0,0,0,0
2015-02-24,0,0,0,0
2015-02-25,0,0,0,0
2015-02-26,26,0,0,15
2015-02-27,115,30,0,20
2015-02-28,35,0,0,15
2015-03-01,64,0,0,15
2015-03-02,75,0,0,15
2015-03-03,34,0,0,15
2015-03-04,0,0,0,0
2015-03-05,50,0,0,15
2015-03-06,86,50,0,20
2015-03-07,124,60,0,20
2015-03-08,90,38,0,20
2015-03-09,0,0,0,0
2015-03-10,29,0,0,15
2015-03-11,29,0,0,15
2015-03-12,27,0,0,15
2015-03-13,27,0,0,15
2015-03-14,81,35,0,20
2015-03-15,85,0,0,15
2015-03-16,83,29,0,20
2015-03-17,74,0,0,15
2015-03-18,68,24,0,20
2015-03-19,62,0,0,15
2015-03-20,83,0,0,15
2015-03-21,71,0,0,15
2015-03-22,0,0,0,0
2015-03-23,0,0,0,0
2015-03-24,79,0,0,15
2015-03-25,0,0,0,0
2015-03-26,0,0,0,0
2015-03-27,63,60,0,20
2015-03-28,132,0,0,15
2015-03-29,102,83,0,20
2015-03-30,96,55,0,20
2015-03-31,93,25,0,20
2015-04-01,75,41,0,20
2015-04-02,51,0,0,15
2015-04-04,101,28,0,20
2015-04-05,111,52,0,20
2015-04-06,89,75,0,20
2015-04-07,98,60,0,20
2015-04-08,99,25,0,20
2015-04-09,84,0,0,15
2015-04-10,87,26,0,20
2015-04-11,88,0,0,15
2015-04-12,71,0,0,15
2015-04-13,41,0,0,15
2015-04-14,70,0,0,15
2015-04-15,73,0,0,15
2015-04-16,80,0,0,15
2015-04-17,67,0,0,15
2015-04-18,48,0,0,15
2015-04-19,25,0,0,15
2015-04-20,0,0,0,0
2015-04-21,38,0,0,15
2015-04-22,47,0,0,15
2015-04-23,0,0,0,0
2015-04-24,63,0,0,15
2015-04-25,0,0,0,0
2015-04-26,34,0,0,15
2015-04-27,28,0,0,15
2015-04-28,0,0,0,0
2015-04-29,111,59,0,20
2015-04-30,0,0,0,0
2015-05-01,38,0,0,15
2015-05-02,80,0,0,15
2015-05-03,95,25,0,20
2015-05-04,98,66,0,20
2015-05-05,93,0,0,15
2015-05-06,82,0,0,15
2015-05-07,91,42,0,20
2015-05-08,88,67,0,20
2015-05-09,91,66,0,20
2015-05-10,35,24,0,20
2015-05-11,73,57,0,20
2015-05-12,97,68,0,20
2015-05-13,101,81,0,20
2015-05-14,88,49,0,20
2015-05-15,84,45,0,20
2015-05-16,82,47,0,20
2015-05-17,71,64,0,20
2015-05-18,99,88,0,20
2015-05-19,109,78,0,20
2015-05-20,89,72,0,20
2015-05-21,98,52,0,20
2015-05-22,93,71,0,20
2015-05-25,80,0,0,15
2015-05-26,73,62,0,20
2015-05-27,101,50,0,20
2015-05-28,112,58,0,20
2015-05-29,101,60,0,20
2015-05-30,99,39,0,20
2015-05-31,88,65,0,20
2015-06-01,0,0,0,0
2015-06-02,0,0,0,0
2015-06-03,0,0,0,0
2015-06-04,50,0,0,15
2015-06-05,0,0,0,0
2015-06-06,0,0,0,0
2015-06-07,86,0,0,15
2015-06-08,98,0,0,15
2015-06-09,67,0,0,15
2015-06-10,84,0,0,15
2015-06-11,0,0,0,0
2015-06-12,94,0,0,15
2015-06-13,24,0,0,15
2015-06-14,0,0,0,0
2015-06-15,0,0,0,0
2015-06-16,44,0,0,15
2015-06-17,78,0,0,15
2015-06-18,0,0,0,0
2015-06-19,0,0,0,0
2015-06-20,56,0,0,15
2015-06-21,87,0,0,15
2015-06-22,83,0,0,15
2015-06-23,31,0,0,15
2015-06-24,53,0,0,15
2015-06-25,0,0,0,0
2015-06-26,0,0,0,0
2015-06-30,40,0,0,15
2015-07-01,72,0,0,15
2015-07-02,75,0,0,15
2015-07-03,32,0,0,15
2015-07-04,73,0,0,15
2015-07-05,69,0,0,15
2015-07-06,64,0,0,15
2015-07-07,75,0,0,15
2015-07-08,90,0,0,15
2015-07-09,80,0,0,15
2015-07-10,72,0,0,15
2015-07-11,71,0,0,15
2015-07-12,0,0,0,0
2015-07-13,0,0,0,0
2015-07-14,0,0,0,0
2015-07-15,0,0,0,0
2015-07-16,33,0,0,15
2015-07-17,0,0,0,0
2015-07-18,0,0,0,0
2015-07-19,0,0,0,0
2015-07-20,0,0,0,0
2015-07-21,0,0,0,0
2015-07-22,0,0,0,0
2015-07-23,0,0,0,0
2015-07-24,0,0,0,0
2015-07-25,0,0,0,0
2015-07-26,0,0,0,0
2015-07-27,0,0,0,0
2015-07-28,0,0,0,0
2015-07-29,0,0,0,0
2015-07-30,0,0,0,0
2015-07-31,0,0,0,0
2015-08-01,0,0,0,0
2015-08-02,60,0,0,15
2015-08-03,36,0,0,15
2015-08-04,70,0,0,15
2015-08-05,47,0,0,15
2015-08-06,0,0,0,0
2015-08-07,0,0,0,0
2015-08-08,0,0,0,0
2015-08-09,0,0,0,0
2015-08-10,0,0,0,0
2015-08-11,0,0,0,0
2015-08-12,0,0,0,0
2015-08-13,0,0,0,0
2015-08-14,0,0,0,0
2015-08-15,0,0,0,0
2015-08-16,0,0,0,0
2015-08-17,0,0,0,0
2015-08-18,0,0,0,0
2015-08-19,43,0,0,15
2015-08-20,82,0,0,15
2015-08-21,0,0,0,0
2015-08-22,0,0,0,0
2015-08-23,0,0,0,0
2015-08-24,0,0,0,0
2015-08-25,0,0,0,0
2015-08-26,0,0,0,0
2015-08-27,0,0,0,0
2015-08-28,65,30,0,20
2015-08-29,0,0,0,0
2015-08-30,0,0,0,0
2015-08-31,0,0,0,0
2015-09-01,0,0,0,0
2015-09-02,0,0,0,0
2015-09-03,41,0,0,15
2015-09-04,0,0,0,0
2015-09-05,24,0,0,15
2015-09-06,0,0,0,0
2015-09-07,0,0,0,0
2015-09-08,0,0,0,0
2015-09-09,0,0,0,0
2015-09-10,0,0,0,0
2015-09-11,0,0,0,0
2015-09-12,0,0,0,0
2015-09-13,0,0,0,0
2015-09-14,32,0,0,15
2015-09-15,39,0,0,15
2015-09-16,0,0,0,0
2015-09-17,0,0,0,0
2015-09-18,0,0,0,0
2015-09-19,0,0,0,0
2015-09-20,0,0,0,0
2015-09-21,0,0,0,0
2015-09-22,0,0,0,0
2015-09-23,0,0,0,0
2015-09-24,0,0,0,0
2015-09-25,0,0,0,0
2015-09-26,0,0,0,0
2015-09-27,0,0,0,0
2015-09-28,0,0,0,0
2015-09-29,0,0,0,0
2015-09-30,0,0,0,0
2015-10-01,0,0,0,0
2015-10-02,110,0,0,15
2015-10-03,0,0,0,0
2015-10-04,0,0,0,0
2015-10-05,0,0,0,0
2015-10-06,0,0,0,0
2015-10-07,0,0,0,0
2015-10-08,0,0,0,0
2015-10-09,0,0,0,0
2015-10-10,0,0,0,0
2015-10-11,0,0,0,0
2015-10-12,0,0,0,0
2015-10-13,0,0,0,0
2015-10-14,58,0,0,15
2015-10-15,0,0,0,0
2015-10-16,101,0,0,15
2015-10-17,0,0,0,0
2015-10-18,75,0,0,15
2015-10-19,46,0,0,15
2015-10-20,0,0,0,0
2015-10-21,36,0,0,15
2015-10-22,75,42,0,20
2015-10-23,61,0,0,15
2015-10-24,0,0,0,0
2015-10-25,0,0,0,0
2015-10-26,0,0,0,0
2015-10-27,0,0,0,0
2015-10-28,0,0,0,0
2015-10-29,0,0,0,0
2015-10-30,0,0,0,0
2015-10-31,28,0,0,15
2015-11-01,0,0,0,0
2015-11-02,0,0,0,0
2015-11-03,0,0,0,0
2015-11-04,38,0,0,15
2015-11-05,0,0,0,0
2015-11-06,0,0,0,0
2015-11-07,0,0,0,0
2015-11-08,0,0,0,0
2015-11-09,0,0,0,0
2015-11-10,53,0,0,15
2015-11-11,58,0,0,15
2015-11-12,45,0,0,15
2015-11-13,134,48,0,20
2015-11-14,75,0,0,15
2015-11-15,0,0,0,0
2015-11-16,40,0,0,15
2015-11-17,0,0,0,0
2015-11-18,0,0,0,0
2015-11-19,0,0,0,0
2015-11-20,0,0,0,0
2015-11-21,0,0,0,0
2015-11-22,0,0,0,0
2015-11-23,132,132,0,20
2015-11-24,132,0,0,15
2015-11-25,57,0,0,15
2015-11-26,90,45,0,20
2015-11-27,90,0,0,15
2015-11-28,29,0,0,15
2015-11-29,0,0,0,0
2015-11-30,0,0,0,0
2015-12-01,0,0,0,0
2015-12-02,0,0,0,0
2015-12-03,0,0,0,0
2015-12-04,131,104,0,20
2015-12-05,130,0,0,15
2015-12-06,0,0,0,0
2015-12-07,0,0,0,0
2015-12-08,61,0,0,15
2015-12-09,0,0,0,0
2015-12-10,0,0,0,0
2015-12-11,0,0,0,0
2015-12-12,0,0,0,0
2015-12-13,0,0,0,0
2015-12-14,0,0,0,0
2015-12-15,0,0,0,0
2015-12-16,0,0,0,0
2015-12-17,0,0,0,0
2015-12-18,115,99,72,25
2015-12-19,130,130,0,20
2015-12-20,47,0,0,15
2015-12-21,0,0,0,0
2015-12-22,0,0,0,0
2015-12-23,53,0,0,15
2015-12-24,0,0,0,0
2015-12-25,0,0,0,0
2015-12-26,0,0,0,0
2015-12-27,66,0,0,15
2015-12-28,0,0,0,0
2015-12-29,0,0,0,0
2015-12-30,0,0,0,0
2015-12-31,0,0,0,0
2016-01-01,37,0,0,15
2016-01-02,0,0,0,0
2016-01-03,0,0,0,0
2016-01-04,122,24,0,20
2016-01-05,0,0,0,0
2016-01-06,0,0,0,0
2016-01-07,0,0,0,0
2016-01-08,0,0,0,0
2016-01-09,0,0,0,0
2016-01-10,131,107,0,20
2016-01-11,44,0,0,15
2016-01-12,0,0,0,0
2016-01-13,76,0,0,15
2016-01-14,0,0,0,0
2016-01-15,0,0,0,0
2016-01-16,0,0,0,0
2016-01-17,75,41,0,20
2016-01-18,0,0,0,0
2016-01-19,0,0,0,0
2016-01-20,0,0,0,0
2016-01-21,0,0,0,0
2016-01-22,115,104,0,20
2016-01-23,75,0,0,15
2016-01-24,0,0,0,0
2016-01-25,0,0,0,0
2016-01-26,0,0,0,0
2016-01-27,0,0,0,0
2016-01-28,55,41,0,20
2016-01-29,0,0,0,0
2016-01-30,33,0,0,15
2016-01-31,0,0,0,0
2016-02-01,0,0,0,0
2016-02-02,108,0,0,15
2016-02-03,29,0,0,15
2016-02-04,66,60,50,25
2016-02-05,135,35,0,20
2016-02-06,96,54,0,20
2016-02-07,118,68,0,20
2016-02-08,0,0,0,0
2016-02-09,124,0,0,15
2016-02-10,63,0,0,15
2016-02-11,36,0,0,15
2016-02-12,0,0,0,0
2016-02-13,49,0,0,15
2016-02-14,65,39,0,20
2016-02-15,0,0,0,0
2016-02-16,0,0,0,0
2016-02-17,55,0,0,15
2016-02-18,99,53,0,20
2016-02-19,81,59,0,20
2016-02-20,79,47,0,20
2016-02-21,47,0,0,15
2016-02-22,0,0,0,0
2016-02-23,80,0,0,15
2016-02-24,92,90,63,25
2016-02-25,59,0,0,15
2016-02-26,99,0,0,15
2016-02-27,73,0,0,15
2016-02-28,67,0,0,15
2016-02-29,72,0,0,15
2016-03-01,67,0,0,15
2016-03-02,40,0,0,15
2016-03-03,0,0,0,0
2016-03-04,0,0,0,0
2016-03-05,0,0,0,0
2016-03-06,120,43,0,20
2016-03-07,55,0,0,15
2016-03-08,0,0,0,0
2016-03-09,122,0,0,15
2016-03-10,112,33,0,20
2016-03-11,27,0,0,15
2016-03-12,62,0,0,15
2016-03-13,0,0,0,0
2016-03-14,59,0,0,15
2016-03-15,39,0,0,15
2016-03-16,48,30,0,20
2016-03-17,37,0,0,15
2016-03-18,0,0,0,0
2016-03-19,25,0,0,15
2016-03-20,122,85,50,25
2016-03-21,145,51,0,20
2016-03-22,98,57,0,20
2016-03-23,75,0,0,15
2016-03-24,0,0,0,0
2016-03-25,0,0,0,0
2016-03-26,0,0,0,0
2016-03-27,0,0,0,0
2016-03-28,63,0,0,15
2016-03-29,66,63,0,20
2016-03-30,30,0,0,15
2016-03-31,36,0,0,15
2016-04-01,61,29,0,20
2016-04-02,0,0,0,0
2016-04-03,149,92,0,20
2016-04-04,125,0,0,15
2016-04-05,76,0,0,15
2016-04-06,64,0,0,15
2016-04-07,0,0,0,0
2016-04-08,79,0,0,15
2016-04-09,150,71,0,20
2016-04-10,98,67,0,20
2016-04-11,60,59,0,20
2016-04-12,78,0,0,15
2016-04-13,56,24,0,20
2016-04-14,35,0,0,15
2016-04-15,0,0,0,0
2016-04-16,47,0,0,15
2016-04-17,61,54,0,20
2016-04-18,82,81,50,25
2016-04-19,99,72,0,20
2016-04-20,73,0,0,15
2016-04-21,80,39,0,20
2016-04-22,86,29,0,20
2016-04-23,84,0,0,15
2016-04-24,95,62,0,20
2016-04-25,74,56,0,20
2016-04-26,64,28,0,20
2016-04-27,0,0,0,0
2016-04-28,58,0,0,15
2016-04-29,51,45,0,20
2016-04-30,0,0,0,0
2016-05-01,58,0,0,15
2016-05-02,69,0,0,15
2016-05-03,56,0,0,15
2016-05-04,88,30,0,20
2016-05-05,40,0,0,15
2016-05-06,0,0,0,0
2016-05-07,68,0,0,15
2016-05-08,93,59,0,20
2016-05-09,81,73,0,20
2016-05-10,0,0,0,0
2016-05-11,0,0,0,0
2016-05-12,68,0,0,15
2016-05-13,52,38,0,20
2016-05-14,92,0,0,15
2016-05-15,95,54,0,20
2016-05-16,78,0,0,15
2016-05-17,88,0,0,15
2016-05-18,31,0,0,15
2016-05-19,44,0,0,15
2016-05-20,47,0,0,15
2016-05-21,72,33,0,20
2016-05-22,76,36,0,20
2016-05-23,72,59,0,20
2016-05-24,85,61,0,20
2016-05-25,96,73,0,20
2016-05-26,93,68,0,20
2016-05-27,93,56,0,20
2016-05-28,84,72,0,20
2016-05-29,100,88,0,20
2016-05-30,96,56,0,20
2016-05-31,98,72,0,20
2016-06-01,85,68,0,20
2016-06-02,97,57,0,20
2016-06-03,46,36,0,20
2016-06-04,67,42,0,20
2016-06-05,40,0,0,15
2016-06-06,0,0,0,0
2016-06-07,0,0,0,0
2016-06-08,0,0,0,0
2016-06-09,0,0,0,0
2016-06-10,0,0,0,0
2016-06-11,0,0,0,0
2016-06-12,51,39,0,20
2016-06-13,51,0,0,15
2016-06-14,90,0,0,15
2016-06-15,76,53,0,20
2016-06-16,79,57,0,20
2016-06-17,30,0,0,15
2016-06-18,0,0,0,0
2016-06-19,0,0,0,0
2016-06-20,71,35,0,20
2016-06-21,53,0,0,15
2016-06-22,62,0,0,15
2016-06-23,38,0,0,15
2016-06-24,69,0,0,15
2016-06-25,70,0,0,15
2016-06-26,90,0,0,15
2016-06-27,67,0,0,15
2016-06-28,24,0,0,15
2016-06-29,0,0,0,0
2016-06-30,54,0,0,15
2016-07-01,72,0,0,15
2016-07-02,84,0,0,15
2016-07-03,82,0,0,15
2016-07-04,60,27,0,20
2016-07-05,66,0,0,15
2016-07-06,68,0,0,15
2016-07-07,84,0,0,15
2016-07-08,86,0,0,15
2016-07-09,88,26,0,20
2016-07-10,80,24,0,20
2016-07-11,46,0,0,15
2016-07-12,50,0,0,15
2016-07-13,63,0,0,15
2016-07-14,69,0,0,15
2016-07-15,77,0,0,15
2016-07-16,76,0,0,15
2016-07-17,88,0,0,15
2016-07-18,36,0,0,15
2016-07-19,87,0,0,15
2016-07-20,25,0,0,15
2016-07-21,26,0,0,15
2016-07-22,27,0,0,15
2016-07-23,28,0,0,15
2016-07-24,0,0,0,0
2016-07-25,26,0,0,15
2016-07-27,66,0,0,15
2016-07-28,0,0,0,0
2016-07-29,0,0,0,0
2016-07-30,81,0,0,15
2016-07-31,82,0,0,15
2016-08-01,87,0,0,15
2016-08-02,0,0,0,0
2016-08-03,48,0,0,15
2016-08-04,67,0,0,15
2016-08-05,0,0,0,0
2016-08-06,0,0,0,0
2016-08-07,0,0,0,0
2016-08-08,55,0,0,15
2016-08-09,0,0,0,0
2016-08-10,25,0,0,15
2016-08-11,59,0,0,15
2016-08-12,54,0,0,15
2016-08-13,0,0,0,0
2016-08-14,0,0,0,0
2016-08-15,0,0,0,0
2016-08-16,42,0,0,15
2016-08-17,0,0,0,0
2016-08-18,60,0,0,15
2016-08-19,42,0,0,15
2016-08-20,31,0,0,15
2016-08-21,77,28,0,20
2016-08-22,96,33,0,20
2016-08-23,81,0,0,15
2016-08-24,66,0,0,15
2016-08-25,0,0,0,0
2016-08-26,32,0,0,15
2016-08-27,25,0,0,15
2016-08-28,0,0,0,0
2016-08-29,0,0,0,0
2016-08-30,0,0,0,0
2016-08-31,0,0,0,0
2016-09-01,0,0,0,0
2016-09-02,0,0,0,0
2016-09-03,0,0,0,0
2016-09-04,51,0,0,15
2016-09-05,71,0,0,15
2016-09-06,66,0,0,15
2016-09-07,0,0,0,0
2016-09-08,0,0,0,0
2016-09-09,0,0,0,0
2016-09-10,0,0,0,0
2016-09-11,0,0,0,0
2016-09-12,0,0,0,0
2016-09-13,0,0,0,0
2016-09-14,31,0,0,15
2016-09-15,32,0,0,15
2016-09-16,0,0,0,0
2016-09-17,48,0,0,15
2016-09-18,0,0,0,0
2016-09-19,0,0,0,0
2016-09-20,0,0,0,0
2016-09-21,0,0,0,0
2016-09-22,0,0,0,0
2016-09-23,0,0,0,0
2016-09-24,0,0,0,0
2016-09-25,0,0,0,0
2016-09-26,0,0,0,0
2016-09-27,0,0,0,0
2016-09-28,0,0,0,0
2016-09-29,0,0,0,0
2016-09-30,0,0,0,0
2016-10-01,0,0,0,0
2016-10-02,0,0,0,0
2016-10-03,0,0,0,0
2016-10-04,0,0,0,0
2016-10-05,0,0,0,0
2016-10-06,0,0,0,0
2016-10-07,0,0,0,0
2016-10-08,0,0,0,0
2016-10-09,31,0,0,15
2016-10-10,0,0,0,0
2016-10-11,80,0,0,15
2016-10-12,45,0,0,15
2016-10-13,0,0,0,0
2016-10-14,28,0,0,15
2016-10-15,29,0,0,15
2016-10-16,0,0,0,0
2016-10-17,0,0,0,0
2016-10-18,67,29,0,20
2016-10-19,71,0,0,15
2016-10-20,0,0,0,0
2016-10-21,0,0,0,0
2016-10-22,0,0,0,0
2016-10-23,136,0,0,15
2016-10-24,0,0,0,0
2016-10-25,62,33,0,20
2016-10-26,29,0,0,15
2016-10-27,57,0,0,15
2016-10-28,47,0,0,15
2016-10-29,0,0,0,0
2016-10-30,0,0,0,0
2016-10-31,0,0,0,0
2016-11-01,75,0,0,15
2016-11-02,107,65,0,20
2016-11-03,75,33,0,20
2016-11-04,116,0,0,15
2016-11-05,80,0,0,15
2016-11-06,51,0,0,15
2016-11-07,57,0,0,15
2016-11-08,42,0,0,15
2016-11-09,0,0,0,0
2016-11-10,44,0,0,15
2016-11-11,0,0,0,0
2016-11-12,0,0,0,0
2016-11-13,0,0,0,0
2016-11-14,0,0,0,0
2016-11-15,106,0,0,15
2016-11-16,24,0,0,15
2016-11-17,52,0,0,15
2016-11-18,62,0,0,15
2016-11-19,119,0,0,15
2016-11-20,0,0,0,0
2016-11-21,42,0,0,15
2016-11-22,49,0,0,15
2016-11-23,53,0,0,15
2016-11-24,24,0,0,15
2016-11-25,59,0,0,15
2016-11-26,33,0,0,15
2016-11-27,0,0,0,0
2016-11-28,0,0,0,0
2016-11-29,0,0,0,0
2016-11-30,0,0,0,0
2016-12-01,0,0,0,0
2016-12-02,68,0,0,15
2016-12-03,0,0,0,0
2016-12-04,0,0,0,0
2016-12-05,0,0,0,0
2016-12-06,0,0,0,0
2016-12-07,0,0,0,0
2016-12-08,0,0,0,0
2016-12-09,32,0,0,15
2016-12-10,115,113,0,20
2016-12-11,0,0,0,0
2016-12-12,0,0,0,0
2016-12-13,41,0,0,15
2016-12-14,45,0,0,15
2016-12-15,0,0,0,0
2016-12-16,32,0,0,15
2016-12-17,0,0,0,0
2016-12-18,0,0,0,0
2016-12-19,44,0,0,15
2016-12-20,93,35,0,20
2016-12-21,65,0,0,15
2016-12-22,58,0,0,15
2016-12-23,42,0,0,15
2016-12-25,0,0,0,0
2016-12-26,46,0,0,15
2016-12-27,51,0,0,15
2016-12-28,0,0,0,0
2016-12-29,0,0,0,0
2016-12-30,96,67,0,20
2016-12-31,0,0,0,0
