Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2016-07-17 00:04:00,81.9,76.2,30.02,ESE,107,7.0,7.0,83,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:04:00
2016-07-17 00:09:00,81.9,76.2,30.02,ESE,122,7.0,8.0,83,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:09:00
2016-07-17 00:18:00,81.8,76.5,30.02,ESE,119,8.0,9.0,84,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:18:00
2016-07-17 00:23:00,81.7,76.4,30.02,East,93,8.0,9.0,84,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:23:00
2016-07-17 00:28:00,81.6,76.3,30.02,ESE,116,7.0,7.0,84,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:28:00
2016-07-17 00:34:00,81.5,76.6,30.01,ESE,121,7.0,7.0,85,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:34:00
2016-07-17 00:39:00,81.4,76.5,30.01,East,96,7.0,7.0,85,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:39:00
2016-07-17 00:48:00,81.2,76.3,30.01,SE,145,6.0,6.0,85,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:48:00
2016-07-17 00:54:00,81.1,76.5,30.01,East,79,6.0,7.0,86,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:54:00
2016-07-17 00:59:00,81.0,76.4,30.01,East,90,5.0,5.0,86,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 05:59:00
2016-07-17 01:04:00,80.9,76.3,30.00,ESE,118,5.0,5.0,86,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 06:04:00
2016-07-17 01:09:00,80.8,76.2,30.00,East,101,5.0,5.0,86,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 06:09:00
2016-07-17 01:19:00,80.5,76.3,30.00,ESE,121,4.0,5.0,87,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 06:19:00
2016-07-17 01:29:00,80.3,76.1,30.00,ESE,110,4.0,4.0,87,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 06:29:00
2016-07-17 01:38:00,80.1,76.2,29.99,ESE,110,4.0,7.0,88,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 06:38:00
2016-07-17 01:49:00,79.9,76.0,29.99,East,101,4.0,4.0,88,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 06:49:00
2016-07-17 01:59:00,79.8,75.9,29.99,East,86,4.0,4.0,88,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 06:59:00
2016-07-17 02:04:00,79.7,75.8,29.99,SE,124,4.0,4.0,88,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:04:00
2016-07-17 02:13:00,79.6,76.1,29.99,ESE,103,3.0,3.0,89,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:13:00
2016-07-17 02:19:00,79.5,76.0,29.99,East,90,3.0,3.0,89,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:19:00
2016-07-17 02:28:00,79.3,75.8,29.98,ESE,115,3.0,3.0,89,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:28:00
2016-07-17 02:34:00,79.2,75.7,29.98,ESE,119,2.0,3.0,89,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:34:00
2016-07-17 02:43:00,79.0,75.5,29.97,ESE,116,3.0,3.0,89,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:43:00
2016-07-17 02:53:00,78.8,75.6,29.97,ESE,115,3.0,6.0,90,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:53:00
2016-07-17 02:58:00,78.7,75.5,29.97,ESE,113,4.0,4.0,90,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 07:58:00
2016-07-17 03:04:00,78.7,75.5,29.97,East,99,3.0,4.0,90,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:04:00
2016-07-17 03:13:00,78.6,75.4,29.97,East,84,3.0,5.0,90,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:13:00
2016-07-17 03:19:00,78.5,75.3,29.97,ESE,116,3.0,3.0,90,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:19:00
2016-07-17 03:28:00,78.4,75.6,29.97,ESE,115,3.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:28:00
2016-07-17 03:33:00,78.4,75.6,29.97,ESE,118,3.0,4.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:33:00
2016-07-17 03:38:00,78.2,75.4,29.96,East,94,3.0,3.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:38:00
2016-07-17 03:44:00,78.1,75.3,29.97,ESE,122,3.0,3.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:44:00
2016-07-17 03:53:00,78.0,75.2,29.96,ESE,115,2.0,3.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:53:00
2016-07-17 03:59:00,78.0,75.2,29.97,ESE,108,2.0,3.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 08:59:00
2016-07-17 04:03:00,77.9,75.4,29.97,ESE,113,2.0,3.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:03:00
2016-07-17 04:14:00,77.8,75.3,29.97,ESE,112,3.0,3.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:14:00
2016-07-17 04:19:00,77.7,75.2,29.97,ESE,107,3.0,3.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:19:00
2016-07-17 04:28:00,77.6,75.1,29.97,ESE,107,2.0,3.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:28:00
2016-07-17 04:34:00,77.5,75.0,29.97,ESE,109,3.0,3.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:34:00
2016-07-17 04:39:00,77.5,75.3,29.97,ESE,111,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:39:00
2016-07-17 04:48:00,77.4,75.2,29.97,ESE,105,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:48:00
2016-07-17 04:53:00,77.4,75.2,29.97,ESE,107,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:53:00
2016-07-17 04:58:00,77.3,75.1,29.97,ESE,115,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 09:58:00
2016-07-17 05:04:00,77.3,75.1,29.98,SE,125,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:04:00
2016-07-17 05:14:00,77.1,74.9,29.97,ESE,110,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:14:00
2016-07-17 05:24:00,77.0,74.8,29.97,ESE,111,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:24:00
2016-07-17 05:29:00,77.0,75.1,29.97,ESE,110,2.0,2.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:29:00
2016-07-17 05:34:00,76.9,74.7,29.97,ESE,111,2.0,2.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:34:00
2016-07-17 05:44:00,76.8,74.9,29.97,ESE,112,1.0,2.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:44:00
2016-07-17 05:54:00,76.7,74.8,29.97,ESE,109,2.0,3.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:54:00
2016-07-17 05:59:00,76.7,74.8,29.97,ESE,105,2.0,2.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 10:59:00
2016-07-17 06:04:00,76.6,74.7,29.97,ESE,109,3.0,4.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 11:04:00
2016-07-17 06:13:00,76.5,74.6,29.97,ESE,110,2.0,3.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 11:13:00
2016-07-17 06:18:00,76.5,74.6,29.98,ESE,111,3.0,4.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 11:18:00
2016-07-17 06:24:00,76.5,74.6,29.98,ESE,117,3.0,4.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-07-17 11:24:00
2016-07-17 06:29:00,76.5,74.6,29.98,ESE,117,2.0,2.0,94,0.00,,,0.00,5,Wunderground v.1.15,2016-07-17 11:29:00
2016-07-17 06:39:00,76.7,74.8,29.99,ESE,120,2.0,3.0,94,0.00,,,0.00,12,Wunderground v.1.15,2016-07-17 11:39:00
2016-07-17 06:48:00,77.0,75.5,29.99,East,96,2.0,2.0,95,0.00,,,0.00,30,Wunderground v.1.15,2016-07-17 11:48:00
2016-07-17 06:54:00,77.1,75.6,29.99,ESE,116,2.0,4.0,95,0.00,,,0.00,42,Wunderground v.1.15,2016-07-17 11:54:00
2016-07-17 07:04:00,77.3,75.4,30.00,ESE,110,3.0,6.0,94,0.00,,,0.00,70,Wunderground v.1.15,2016-07-17 12:04:00
2016-07-17 07:13:00,77.7,75.8,30.00,SE,126,3.0,4.0,94,0.00,,,0.00,95,Wunderground v.1.15,2016-07-17 12:13:00
2016-07-17 07:24:00,78.1,76.2,30.00,ESE,121,3.0,5.0,94,0.00,,,0.00,142,Wunderground v.1.15,2016-07-17 12:24:00
2016-07-17 07:33:00,78.5,76.3,30.01,ESE,108,3.0,3.0,93,0.00,,,0.00,183,Wunderground v.1.15,2016-07-17 12:33:00
2016-07-17 07:39:00,78.8,76.6,30.01,SE,126,3.0,4.0,93,0.00,,,0.00,207,Wunderground v.1.15,2016-07-17 12:39:00
2016-07-17 07:48:00,79.4,76.9,30.01,SE,124,4.0,7.0,92,0.00,,,0.00,216,Wunderground v.1.15,2016-07-17 12:48:00
2016-07-17 07:54:00,79.7,77.2,30.02,ESE,117,3.0,7.0,92,0.00,,,0.00,190,Wunderground v.1.15,2016-07-17 12:54:00
2016-07-17 08:03:00,80.5,77.3,30.02,ESE,107,3.0,3.0,90,0.00,,,0.00,239,Wunderground v.1.15,2016-07-17 13:03:00
2016-07-17 08:14:00,81.2,77.6,30.02,ESE,114,3.0,4.0,89,0.00,,,0.00,257,Wunderground v.1.15,2016-07-17 13:14:00
2016-07-17 08:19:00,81.6,77.7,30.03,East,101,4.0,6.0,88,0.00,,,0.00,325,Wunderground v.1.15,2016-07-17 13:19:00
2016-07-17 08:24:00,82.1,77.8,30.03,ESE,103,5.0,6.0,87,0.00,,,0.00,362,Wunderground v.1.15,2016-07-17 13:24:00
2016-07-17 08:29:00,82.4,77.8,30.03,East,94,5.0,7.0,86,0.00,,,0.00,394,Wunderground v.1.15,2016-07-17 13:29:00
2016-07-17 08:38:00,83.2,77.9,30.02,ESE,123,5.0,7.0,84,0.00,,,0.00,432,Wunderground v.1.15,2016-07-17 13:38:00
2016-07-17 08:44:00,83.5,77.8,30.02,ESE,108,5.0,10.0,83,0.00,,,0.00,457,Wunderground v.1.15,2016-07-17 13:44:00
2016-07-17 08:49:00,83.9,77.8,30.03,ESE,119,5.0,6.0,82,0.00,,,0.00,476,Wunderground v.1.15,2016-07-17 13:49:00
2016-07-17 09:00:00,84.4,77.2,30.03,SE,135,8.0,-999.0,79,0.00,,,0.00,502,Wunderground v.1.15,2016-07-17 14:00:00
2016-07-17 09:05:00,85.5,77.5,30.04,ESE,113,5.0,-999.0,77,0.00,,,0.00,530,Wunderground v.1.15,2016-07-17 14:05:00
2016-07-17 09:10:00,85.5,77.5,30.04,ESE,113,5.0,-999.0,77,0.00,,,0.00,530,Wunderground v.1.15,2016-07-17 14:10:00
2016-07-17 09:15:00,85.7,76.0,30.04,SE,135,7.0,-999.0,73,0.00,,,0.00,553,Wunderground v.1.15,2016-07-17 14:15:00
2016-07-17 09:20:00,85.7,76.0,30.04,SE,135,7.0,-999.0,73,0.00,,,0.00,553,Wunderground v.1.15,2016-07-17 14:20:00
2016-07-17 09:25:00,85.9,75.8,30.04,SE,135,7.0,-999.0,72,0.00,,,0.00,496,Wunderground v.1.15,2016-07-17 14:25:00
2016-07-17 09:30:00,85.9,75.8,30.04,SE,135,7.0,-999.0,72,0.00,,,0.00,496,Wunderground v.1.15,2016-07-17 14:30:00
2016-07-17 09:35:00,86.8,76.3,30.04,ESE,113,5.0,-999.0,71,0.00,,,0.00,613,Wunderground v.1.15,2016-07-17 14:35:00
2016-07-17 09:40:00,86.8,76.3,30.04,ESE,113,5.0,-999.0,71,0.00,,,0.00,613,Wunderground v.1.15,2016-07-17 14:40:00
2016-07-17 09:45:00,87.3,76.3,30.05,ESE,113,5.0,-999.0,70,0.00,,,0.00,625,Wunderground v.1.15,2016-07-17 14:45:00
2016-07-17 09:50:00,87.3,76.3,30.05,ESE,113,5.0,-999.0,70,0.00,,,0.00,625,Wunderground v.1.15,2016-07-17 14:50:00
2016-07-17 09:55:00,87.8,76.4,30.05,SE,135,5.0,-999.0,69,0.00,,,0.00,663,Wunderground v.1.15,2016-07-17 14:55:00
