Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SolarRadiationWatts/m^2,SoftwareType,DateUTC
2016-08-26 00:03:00,82.8,80.2,29.93,ENE,72,11.0,11.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 05:03:00
2016-08-26 00:13:00,82.8,80.2,29.93,NE,47,10.0,11.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 05:13:00
2016-08-26 00:23:00,82.7,80.1,29.92,ENE,64,9.0,11.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 05:23:00
2016-08-26 00:33:00,82.8,80.2,29.92,ENE,65,9.0,12.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 05:33:00
2016-08-26 00:53:00,82.8,80.2,29.92,ENE,63,9.0,10.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 05:53:00
2016-08-26 00:58:00,82.7,79.8,29.92,ENE,63,10.0,10.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 05:58:00
2016-08-26 01:03:00,82.8,79.9,29.92,ENE,63,10.0,10.0,91,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:03:00
2016-08-26 01:08:00,82.8,80.2,29.92,ENE,58,10.0,12.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:08:00
2016-08-26 01:18:00,82.8,80.2,29.92,ENE,65,9.0,11.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:18:00
2016-08-26 01:23:00,82.7,80.1,29.92,ENE,65,8.0,11.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:23:00
2016-08-26 01:33:00,82.7,80.1,29.92,ENE,67,7.0,9.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:33:00
2016-08-26 01:43:00,82.7,80.1,29.92,East,88,6.0,6.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:43:00
2016-08-26 01:48:00,82.6,80.0,29.92,NE,52,6.0,6.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:48:00
2016-08-26 01:53:00,82.7,80.1,29.92,NE,44,5.0,7.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 06:53:00
2016-08-26 02:03:00,82.7,80.1,29.91,ENE,59,7.0,7.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 07:03:00
2016-08-26 02:13:00,82.6,80.0,29.91,ENE,67,7.0,10.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 07:13:00
2016-08-26 02:23:00,82.6,80.0,29.91,ENE,63,7.0,10.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 07:23:00
2016-08-26 02:33:00,82.6,80.0,29.90,ENE,63,8.0,9.0,92,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 07:33:00
2016-08-26 02:43:00,82.5,80.3,29.89,NE,53,8.0,12.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 07:43:00
2016-08-26 02:53:00,82.3,80.1,29.90,ENE,70,8.0,9.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 07:53:00
2016-08-26 02:58:00,82.3,80.1,29.90,ENE,57,8.0,8.0,93,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 07:58:00
2016-08-26 03:08:00,82.4,80.5,29.90,ENE,57,7.0,7.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 08:08:00
2016-08-26 03:18:00,82.3,80.4,29.90,ENE,70,5.0,5.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 08:18:00
2016-08-26 03:23:00,82.3,80.4,29.89,ENE,72,3.0,5.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 08:23:00
2016-08-26 03:33:00,82.3,80.4,29.89,ENE,74,1.0,1.0,94,0.00,,,0.00,0,Wunderground v.1.15,2016-08-26 08:33:00
